Pallet: "treasury", Extrinsic: "close_tip", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
47,115651,77342
47,113938,76806
47,114418,77552
47,114167,80088
47,114457,76801
47,113471,77123
47,114712,76739
47,114265,77129
47,114797,76841
48,114537,74379
48,113817,74120
48,114435,73790
48,112835,73652
48,113619,73280
48,113850,73223
48,113871,73851
48,114313,73546
48,115089,73976
48,114636,74184
48,113270,73539
48,113941,73921
48,114188,74313
48,113022,77027
48,113123,73727
48,113123,74095
48,113261,73714
48,113320,74158
48,113778,74111
48,113779,73696
49,115035,71750
49,113228,71161
49,113790,71949
49,113818,71243
49,117252,71810
49,112769,71742
49,112760,71486
49,114366,71722
49,113223,71854
49,113455,71584
49,114182,71747
49,113556,71091
49,113578,71851
49,115330,71291
49,113227,71748
49,114284,71835
49,113220,71090
49,113837,71874
49,113261,74108
49,113361,71897
50,115105,73534
50,114131,73987
50,114959,74042
50,114824,74527
50,114006,73815
50,114054,73837
50,114107,73676
50,114260,74512
50,114418,74207
50,114160,73706
50,113387,73699
50,116080,74035
50,114950,74182
50,114455,74464
50,114925,74075
50,113708,74114
50,114006,73562
50,113798,73740
50,114606,74084
50,115745,74179
51,116263,78016
51,115410,75127
51,115114,74550
51,114873,74671
51,115026,74617
51,114152,74068
51,114262,74842
51,115618,74086
51,114677,74199
51,115243,74848
51,115121,74509
51,115141,74609
51,115157,74381
51,115343,75200
51,115341,74264
51,114091,74856
51,115100,74326
51,114261,74973
51,116197,74617
51,113975,74241
52,117176,74490
52,115742,74174
52,115086,74128
52,115894,74155
52,116414,73957
52,116675,74433
52,116726,74255
52,115590,74447
52,115129,74172
52,116140,74262
52,114369,73874
52,115806,74665
52,115948,74117
52,117591,74272
52,115291,74738
52,115234,74462
52,115355,74877
52,116330,74757
52,115133,74002
52,115798,74321
53,118659,80577
53,116537,76908
53,116077,76849
53,116727,77515
53,116862,77225
53,116278,77065
53,115392,77278
53,115469,76816
53,115885,76818
53,116441,77414
53,115677,76767
