Pallet: "utility", Extrinsic: "as_multi_approve", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
s,z,extrinsic_time,storage_root_time
100,6500,150960,54046
100,6500,186612,55984
100,6500,157046,55411
100,6500,150967,52521
100,6500,153834,54621
100,6500,187921,59865
100,6500,161373,55803
100,6500,150029,52354
100,6500,159461,57696
100,6500,156390,58783
100,6500,153726,54256
100,6500,184770,56035
100,6500,154111,54315
100,6500,154193,53801
100,6500,155174,54302
100,6500,153302,53850
100,6500,152943,53550
100,7000,156921,54649
100,7000,164366,53646
100,7000,155736,54869
100,7000,159804,54327
100,7000,161003,55518
100,7000,157811,54952
100,7000,157153,56007
100,7000,159546,55685
100,7000,167076,55956
100,7000,159843,56745
100,7000,156586,52627
100,7000,156003,56329
100,7000,157622,57371
100,7000,152622,56718
100,7000,151145,53615
100,7000,159311,85777
100,7000,154779,53437
100,7000,159152,53074
100,7000,156810,54211
100,7000,164844,54858
100,7500,156820,54883
100,7500,155659,64530
100,7500,177915,55691
100,7500,176266,55659
100,7500,170825,58914
100,7500,154577,53472
100,7500,151545,53584
100,7500,157681,53923
100,7500,162805,59440
100,7500,157169,55283
100,7500,162290,55721
100,7500,161209,55061
100,7500,162306,60240
100,7500,198889,63806
100,7500,225585,58005
100,7500,157878,54921
100,7500,153567,52465
100,7500,163636,54722
100,7500,159442,54565
100,7500,174356,58024
100,8000,155533,53231
100,8000,159608,53668
100,8000,159556,56732
100,8000,158381,53109
100,8000,167060,67013
100,8000,157598,56621
100,8000,157984,57507
100,8000,161373,53272
100,8000,156526,52855
100,8000,159332,56193
100,8000,165404,56513
100,8000,173365,55036
100,8000,162485,53856
100,8000,166018,53497
100,8000,191949,54268
100,8000,158587,52153
100,8000,157997,52258
100,8000,187533,84004
100,8000,160477,54238
100,8000,160499,54019
100,8500,159086,52702
100,8500,159757,53118
100,8500,161120,53830
100,8500,167843,55894
100,8500,158439,54314
100,8500,156192,53762
100,8500,162867,54679
100,8500,159537,54445
100,8500,160872,53451
100,8500,155699,53629
100,8500,157979,54124
100,8500,168627,56680
100,8500,163025,55757
100,8500,162970,52125
100,8500,162524,56269
100,8500,173626,57035
100,8500,157565,51790
100,8500,161052,54341
100,8500,159483,53516
100,8500,163526,55128
100,9000,163749,55342
100,9000,159504,52122
100,9000,166363,53414
100,9000,199410,55092
100,9000,160008,53940
100,9000,159369,51709
100,9000,161387,52050
100,9000,198177,55011
100,9000,166745,52558
100,9000,162645,55811
100,9000,161003,52473
100,9000,208839,60469
100,9000,177401,55524
100,9000,164142,54386
100,9000,166955,57246
100,9000,165452,57319
100,9000,178906,56766
100,9000,162125,56203
100,9000,163705,53968
100,9000,170566,56258
100,9500,162187,53374
100,9500,162482,53376
100,9500,165875,54365
100,9500,166779,53105
100,9500,256459,82109
100,9500,169973,57331
100,9500,171284,78909
100,9500,172250,56970
100,9500,168540,53795
100,9500,164663,53205
100,9500,166784,55787
100,9500,168070,56355
100,9500,168621,58074
100,9500,189090,60544
100,9500,165669,53158
100,9500,173021,56776
100,9500,183322,58641
100,9500,170078,55134
100,9500,203470,57039
100,9500,162280,54757
100,10000,204348,78602
100,10000,195129,56308
100,10000,167559,55962
100,10000,167980,54720
100,10000,174627,55729
100,10000,167895,53558
100,10000,171456,55104
100,10000,200528,56335
100,10000,169142,53660
100,10000,163042,52998
100,10000,162982,53615
100,10000,172451,56899
100,10000,182308,59137
100,10000,179430,57935
100,10000,186797,57310
100,10000,206221,61407
100,10000,190530,83147
100,10000,210982,75370
100,10000,288121,92121
100,10000,173175,57661

Median Slopes Analysis
========

Model:
Time ~=    103.6
    + s    0.331
    + z    0.003
              µs

Min Squares Analysis
========

Data points distribution:
    s     z   mean µs  sigma µs       %
    2 10000     159.5     2.541    1.5%
    6 10000     137.1     2.868    2.0%
   10 10000     138.9     2.024    1.4%
   14 10000     142.2     2.617    1.8%
   18 10000     140.1     1.819    1.2%
   22 10000     144.1     1.751    1.2%
   26 10000     141.9     2.066    1.4%
   30 10000     142.2     1.565    1.0%
   34 10000     147.6       2.5    1.6%
   38 10000     146.9     1.893    1.2%
   42 10000     152.3     2.496    1.6%
   46 10000     151.7     1.682    1.1%
   50 10000       156      2.22    1.4%
   54 10000       158     3.553    2.2%
   58 10000     174.5     16.66    9.5%
   62 10000     165.3     5.567    3.3%
   66 10000       158     1.862    1.1%
   70 10000     157.7     1.789    1.1%
   74 10000       162     0.947    0.5%
   78 10000     161.2     2.077    1.2%
   82 10000     162.9     1.227    0.7%
   86 10000     162.2     1.709    1.0%
   90 10000       162     2.173    1.3%
   94 10000     167.7     2.493    1.4%
   98 10000     173.6     3.961    2.2%
  100     0     134.2      1.92    1.4%
  100   500       138     2.517    1.8%
  100  1000     142.2     3.301    2.3%
  100  1500     141.1     2.912    2.0%
  100  2000     143.5     2.915    2.0%
  100  2500     144.2     3.192    2.2%
  100  3000     145.6     1.395    0.9%
  100  3500     147.9     3.216    2.1%
  100  4000     149.5     2.946    1.9%
  100  4500     151.1      1.81    1.1%
  100  5000     153.4     2.321    1.5%
  100  5500     153.7     2.121    1.3%
  100  6000     154.7       1.7    1.0%
  100  6500     155.4     1.871    1.2%
  100  7000       158     1.188    0.7%
  100  7500     161.5     3.811    2.3%
  100  8000     160.5     1.997    1.2%
  100  8500     160.9     1.389    0.8%
  100  9000     165.2     2.389    1.4%
  100  9500     168.8     1.959    1.1%
  100 10000     179.5      8.44    4.7%

Quality and confidence:
param     error
s          0.01
z             0

Model:
Time ~=    105.3
    + s    0.303
    + z    0.003
              µs

