Pallet: "staking", Extrinsic: "new_era", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
v,n,extrinsic_time,storage_root_time
10,47,359888147,218689
10,47,356397279,221578
10,47,357347660,220944
10,47,367967637,217435
10,47,357417071,216464
10,47,358705843,221349
10,47,357326371,215677
10,47,355693458,216283
10,47,358331335,215265
10,47,357315657,220658
10,47,356409048,220974
10,47,356470629,213129
10,47,357044202,215918
10,47,356285642,214410
10,47,356495666,214719
10,47,356806407,217948
10,47,355488495,217373
10,47,359003567,216303
10,47,357522505,215484
10,47,357101982,225471
10,48,356395659,215774
10,48,358423548,214638
10,48,356017355,231938
10,48,355690906,220062
10,48,355469479,219424
10,48,356993524,216665
10,48,357072615,215189
10,48,356456253,214601
10,48,356744351,213778
10,48,356316576,213825
10,48,356552143,215872
10,48,366081828,216499
10,48,357205202,216200
10,48,357288756,220525
10,48,356728314,215584
10,48,361146314,214919
10,48,356722455,215366
10,48,356395045,216762
10,48,357695318,213229
10,48,357548748,216325
10,49,353725526,221832
10,49,355196579,234798
10,49,356165693,215660
10,49,353943052,216861
10,49,355380603,215010
10,49,365414994,213675
10,49,354236454,218372
10,49,355044591,222003
10,49,354656143,215782
10,49,353502193,213800
10,49,353756357,213128
10,49,355324189,215504
10,49,354088142,214211
10,49,354168903,217814
10,49,354487794,218750
10,49,355925228,214876
10,49,355478837,214845
10,49,354569600,214284
10,49,353593863,214415
10,49,354863580,220726
10,50,367059465,227898
10,50,358188341,227657
10,50,357624416,218071
10,50,359955597,218472
10,50,358084003,219114
10,50,357749132,218082
10,50,356522053,217590
10,50,358099463,225876
10,50,358748600,221694
10,50,357839086,221916
10,50,367399957,217314
10,50,367700965,217308
10,50,357810999,225920
10,50,357452362,223420
10,50,357690616,219578
10,50,358549845,223496
10,50,357695729,223900
10,50,358006419,225389
10,50,358883932,233405
10,50,358099591,216414
10,51,359370368,223618
10,51,359811740,217297
10,51,358994958,217200
10,51,359308559,224787
10,51,360578804,224723
10,51,359497464,217604
10,51,358675760,218264
10,51,359798198,218724
10,51,359458793,218898
10,51,359466729,222386
10,51,359430456,219092
10,51,358707838,221535
10,51,359307120,216615
10,51,360222345,219470
10,51,358203953,220175
10,51,369375978,218001
10,51,359944639,215507
10,51,359783952,223882
10,51,359354250,220140
10,51,362433971,219902
10,52,358739352,216129
10,52,358368292,217561
10,52,358674619,215117
10,52,358577608,222407
10,52,359716534,218244
10,52,358760077,217111
10,52,368938450,217241
10,52,358640293,217384
10,52,358908890,221517
10,52,359259829,224852
10,52,358608420,219410
10,52,359307056,217746
10,52,358142491,218965
10,52,358807137,219364
