Pallet: "collective", Extrinsic: "propose_proposed", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,p,b,extrinsic_time,storage_root_time
799,100,1024,189118,48930
799,100,1024,189240,48149
799,100,1024,187668,47925
799,100,1024,192510,49676
799,100,1024,188726,48666
799,100,1024,189248,48184
818,100,1024,191683,48257
818,100,1024,195040,48522
818,100,1024,190872,48366
818,100,1024,191468,48639
818,100,1024,190408,48380
818,100,1024,191693,48610
818,100,1024,191816,48776
818,100,1024,191487,49046
818,100,1024,191453,48262
818,100,1024,192393,48878
818,100,1024,191330,48457
818,100,1024,191813,48962
818,100,1024,190896,48077
818,100,1024,190580,48460
818,100,1024,191388,48613
818,100,1024,191512,48730
818,100,1024,192189,48451
818,100,1024,191662,48636
818,100,1024,191731,48287
818,100,1024,191485,48323
837,100,1024,192246,48235
837,100,1024,192607,48598
837,100,1024,193032,48518
837,100,1024,192245,48019
837,100,1024,193499,48269
837,100,1024,193192,48539
837,100,1024,195991,48198
837,100,1024,189834,48139
837,100,1024,192332,48322
837,100,1024,193532,48320
837,100,1024,192477,48286
837,100,1024,192505,48071
837,100,1024,191982,47985
837,100,1024,192900,48466
837,100,1024,192521,48316
837,100,1024,192747,48077
837,100,1024,192102,48293
837,100,1024,193214,48610
837,100,1024,195761,48387
837,100,1024,192451,47954
856,100,1024,195074,48536
856,100,1024,196198,48275
856,100,1024,195303,48520
856,100,1024,196000,48771
856,100,1024,195573,48198
856,100,1024,196192,49156
856,100,1024,195226,48479
856,100,1024,197161,48414
856,100,1024,196726,48700
856,100,1024,195651,48705
856,100,1024,195501,48288
856,100,1024,196286,47732
856,100,1024,195986,48969
856,100,1024,195134,48335
856,100,1024,195321,48617
856,100,1024,195605,48884
856,100,1024,195106,48440
856,100,1024,193068,48715
856,100,1024,195044,48557
856,100,1024,196250,48506
875,100,1024,196955,48600
875,100,1024,197501,48459
875,100,1024,197413,48986
875,100,1024,197784,48401
875,100,1024,196596,48072
875,100,1024,197704,48958
875,100,1024,197584,49148
875,100,1024,197565,48308
875,100,1024,196814,48788
875,100,1024,197233,48231
875,100,1024,196385,48443
875,100,1024,197507,48472
875,100,1024,197056,47992
875,100,1024,197780,48832
875,100,1024,197041,48412
875,100,1024,197087,48510
875,100,1024,197374,48113
875,100,1024,197576,48115
875,100,1024,196824,48155
875,100,1024,197264,48421
894,100,1024,197775,48272
894,100,1024,199118,48659
894,100,1024,198814,48457
894,100,1024,199621,48391
894,100,1024,198870,48381
894,100,1024,198772,48233
894,100,1024,199287,48076
894,100,1024,199647,48739
894,100,1024,199435,48800
894,100,1024,198759,47951
894,100,1024,198407,47774
894,100,1024,199281,48605
894,100,1024,199207,48010
894,100,1024,199328,48232
894,100,1024,229624,48396
894,100,1024,199062,48238
894,100,1024,198643,48748
894,100,1024,199796,48005
894,100,1024,198845,48191
894,100,1024,198821,48763
913,100,1024,199160,48580
913,100,1024,199603,47940
913,100,1024,199582,48559
913,100,1024,199764,47931
913,100,1024,203016,48897
913,100,1024,200562,48474
913,100,1024,198666,48373
913,100,1024,199022,48379
913,100,1024,199815,48184
913,100,1024,199370,48434
913,100,1024,199407,48411
913,100,1024,200319,48372
913,100,1024,199742,48840
913,100,1024,198765,48087
913,100,1024,199557,48624
913,100,1024,200101,48499
913,100,1024,199294,48584
913,100,1024,199686,48549
913,100,1024,199242,47998
913,100,1024,199844,52286
932,100,1024,202925,48893
932,100,1024,202372,48806
932,100,1024,202278,48646
932,100,1024,202656,48851
932,100,1024,202477,48562
932,100,1024,203114,48748
932,100,1024,202524,48231
932,100,1024,203109,48123
932,100,1024,198159,47915
932,100,1024,202482,48516
932,100,1024,205083,48728
932,100,1024,203378,48235
932,100,1024,202387,49330
932,100,1024,202630,48618
932,100,1024,202533,48475
932,100,1024,202721,48840
932,100,1024,202648,48837
932,100,1024,203362,48244
932,100,1024,202634,48736
932,100,1024,202740,48262
951,100,1024,204363,48447
951,100,1024,205127,48378
951,100,1024,213274,49790
951,100,1024,204324,48443
951,100,1024,203914,48306
951,100,1024,204950,48378
951,100,1024,204704,48934
951,100,1024,204427,48062
951,100,1024,204322,48751
951,100,1024,204288,48711
951,100,1024,203490,48006
951,100,1024,204674,48405
951,100,1024,203725,48644
951,100,1024,207652,48834
951,100,1024,204268,48417
951,100,1024,204850,48904
951,100,1024,203461,48254
951,100,1024,204209,48515
951,100,1024,205148,48534
951,100,1024,205024,48272
970,100,1024,206956,48772
970,100,1024,206777,48911
970,100,1024,205957,48367
970,100,1024,206253,48449
970,100,1024,206310,48325
970,100,1024,207231,48621
970,100,1024,205829,48878
970,100,1024,207500,48666
970,100,1024,206813,48673
970,100,1024,207018,48856
970,100,1024,206181,48067
970,100,1024,210049,49015
970,100,1024,206534,49423
970,100,1024,206884,49041
970,100,1024,206663,48586
970,100,1024,207434,48792
970,100,1024,206039,48890
970,100,1024,207172,49150
970,100,1024,209487,49123
970,100,1024,206239,48400
989,100,1024,208387,49325
989,100,1024,211795,49038
989,100,1024,209220,49175
989,100,1024,208322,48483
989,100,1024,210708,49478
989,100,1024,208674,48606
989,100,1024,208084,48896
989,100,1024,211372,48821
