Pallet: "balances", Extrinsic: "transfer_keep_alive", Steps: 100, Repeat: 10
E,U,time
501,190,387000
501,190,396000
501,190,398000
501,190,394000
501,190,397000
501,190,406000
501,190,439000
501,199,409000
501,199,399000
501,199,383000
501,199,397000
501,199,387000
501,199,385000
501,199,431000
501,199,387000
501,199,390000
501,199,405000
501,208,390000
501,208,388000
501,208,399000
501,208,413000
501,208,384000
501,208,405000
501,208,394000
501,208,374000
501,208,389000
501,208,395000
501,217,397000
501,217,384000
501,217,395000
501,217,380000
501,217,390000
501,217,385000
501,217,374000
501,217,366000
501,217,382000
501,217,397000
501,226,391000
501,226,712000
501,226,363000
501,226,404000
501,226,570000
501,226,358000
501,226,384000
501,226,388000
501,226,394000
501,226,380000
501,235,382000
501,235,396000
501,235,459000
501,235,380000
501,235,391000
501,235,384000
501,235,376000
501,235,394000
501,235,378000
501,235,389000
501,244,398000
501,244,389000
501,244,392000
501,244,365000
501,244,383000
501,244,390000
501,244,396000
501,244,391000
501,244,371000
501,244,422000
501,253,388000
501,253,401000
501,253,390000
501,253,398000
501,253,394000
501,253,402000
501,253,392000
501,253,386000
501,253,390000
501,253,391000
501,262,390000
501,262,391000
501,262,381000
501,262,458000
501,262,391000
501,262,383000
501,262,385000
501,262,403000
501,262,388000
501,262,368000
501,271,383000
501,271,368000
501,271,386000
501,271,387000
501,271,397000
501,271,404000
501,271,393000
501,271,379000
501,271,407000
501,271,379000
501,280,382000
501,280,393000
501,280,395000
501,280,392000
501,280,383000
501,280,376000
501,280,392000
501,280,415000
501,280,394000
501,280,392000
501,289,391000
501,289,368000
501,289,391000
501,289,386000
501,289,396000
501,289,426000
501,289,383000
501,289,378000
501,289,428000
501,289,403000
501,298,383000
501,298,386000
501,298,346000
501,298,397000
501,298,403000
501,298,403000
501,298,389000
501,298,382000
501,298,392000
501,298,405000
501,307,422000
501,307,411000
501,307,381000
501,307,395000
501,307,375000
501,307,363000
501,307,372000
501,307,384000
501,307,393000
501,307,385000
501,316,396000
501,316,388000
501,316,387000
501,316,408000
501,316,383000
501,316,395000
501,316,426000
501,316,378000
501,316,382000
501,316,406000
501,325,390000
501,325,405000
501,325,382000
501,325,390000
501,325,410000
501,325,398000
501,325,368000
501,325,399000
501,325,382000
501,325,415000
501,334,387000
501,334,356000
501,334,389000
501,334,388000
501,334,393000
501,334,393000
501,334,391000
501,334,404000
501,334,405000
501,334,394000
501,343,388000
501,343,408000
501,343,389000
501,343,398000
501,343,388000
501,343,380000
501,343,398000
501,343,385000
501,343,409000
501,343,404000
501,352,402000
501,352,414000
501,352,387000
501,352,393000
501,352,394000
501,352,400000
501,352,406000
501,352,393000
501,352,392000
501,352,362000
501,361,391000
501,361,447000
501,361,398000
501,361,383000
501,361,417000
501,361,397000
501,361,382000
501,361,411000
501,361,406000
501,361,401000
501,370,392000
501,370,420000
501,370,382000
501,370,399000
501,370,418000
501,370,401000
501,370,398000
501,370,379000
501,370,434000
501,370,399000
501,379,385000
501,379,399000
501,379,416000
501,379,408000
501,379,405000
501,379,383000
501,379,439000
501,379,392000
501,379,377000
501,379,396000
501,388,395000
501,388,386000
501,388,394000
501,388,398000
501,388,384000
501,388,392000
501,388,390000
501,388,416000
501,388,374000
501,388,382000
501,397,397000
501,397,389000
501,397,369000
501,397,404000
501,397,393000
501,397,388000
501,397,372000
501,397,367000
501,397,393000
501,397,383000
501,406,395000
501,406,390000
501,406,380000
501,406,411000
501,406,427000
501,406,389000
501,406,395000
501,406,380000
501,406,401000
501,406,394000
501,415,386000
501,415,383000
501,415,405000
501,415,410000
501,415,395000
501,415,375000
501,415,390000
501,415,389000
501,415,391000
501,415,371000
501,424,413000
501,424,391000
501,424,388000
501,424,456000
501,424,438000
501,424,389000
501,424,408000
501,424,414000
501,424,378000
501,424,391000
501,433,398000
501,433,398000
501,433,413000
501,433,407000
501,433,395000
501,433,397000
501,433,386000
501,433,401000
501,433,378000
501,433,391000
501,442,394000
501,442,379000
501,442,394000
501,442,381000
501,442,391000
501,442,385000
501,442,379000
501,442,392000
501,442,399000
501,442,396000
501,451,441000
501,451,394000
501,451,387000
501,451,396000
501,451,403000
501,451,432000
501,451,390000
501,451,395000
501,451,478000
501,451,376000
501,460,387000
501,460,398000
501,460,395000
501,460,442000
501,460,411000
501,460,379000
501,460,411000
501,460,378000
501,460,382000
501,460,390000
501,469,398000
501,469,399000
501,469,414000
501,469,386000
501,469,378000
501,469,377000
501,469,411000
501,469,403000
501,469,408000
501,469,385000
501,478,387000
501,478,397000
501,478,389000
501,478,407000
501,478,398000
501,478,381000
501,478,379000
501,478,386000
501,478,391000
501,478,394000
501,487,396000
501,487,395000
501,487,411000
501,487,404000
501,487,397000
501,487,365000
501,487,395000
501,487,388000
501,487,379000
501,487,404000
501,496,382000
501,496,377000
501,496,379000
501,496,398000
501,496,386000
501,496,401000
501,496,402000
501,496,381000
501,496,384000
501,496,399000
501,505,411000
501,505,385000
501,505,379000
501,505,392000
501,505,391000
501,505,400000
501,505,422000
501,505,382000
501,505,409000
501,505,370000
501,514,396000
501,514,414000
501,514,413000
501,514,474000
501,514,401000
501,514,379000
501,514,408000
501,514,443000
501,514,413000
501,514,411000
501,523,388000
501,523,375000
501,523,394000
501,523,403000
501,523,398000
501,523,392000
501,523,391000
501,523,396000
501,523,379000
501,523,390000
501,532,393000
501,532,392000
501,532,395000
501,532,424000
501,532,413000
501,532,444000
501,532,391000
501,532,378000
501,532,410000
501,532,401000
501,541,391000
501,541,389000
501,541,410000
501,541,374000
501,541,406000
501,541,402000
501,541,412000
501,541,384000
501,541,416000
501,541,383000
501,550,391000
501,550,375000
501,550,429000
501,550,404000
501,550,393000
501,550,388000
501,550,377000
501,550,399000
501,550,381000
501,550,402000
501,559,384000
501,559,376000
501,559,382000
501,559,377000
501,559,383000
501,559,410000
501,559,394000
501,559,385000
501,559,410000
501,559,395000
501,568,399000
501,568,394000
501,568,410000
501,568,399000
501,568,394000
501,568,397000
501,568,411000
501,568,395000
501,568,377000
501,568,439000
501,577,389000
501,577,401000
501,577,407000
501,577,393000
501,577,397000
501,577,380000
501,577,374000
501,577,391000
501,577,389000
501,577,393000
501,586,386000
501,586,429000
501,586,395000
501,586,405000
501,586,378000
501,586,390000
501,586,393000
501,586,391000
501,586,409000
501,586,407000
501,595,412000
501,595,400000
501,595,401000
501,595,379000
501,595,403000
501,595,402000
501,595,387000
501,595,386000
501,595,491000
501,595,399000
501,604,405000
501,604,402000
501,604,402000
501,604,396000
501,604,390000
501,604,381000
501,604,397000
501,604,399000
501,604,386000
501,604,438000
501,613,394000
501,613,397000
501,613,386000
501,613,384000
501,613,402000
501,613,394000
501,613,411000
501,613,410000
501,613,403000
501,613,385000
501,622,379000
501,622,395000
501,622,393000
501,622,394000
501,622,407000
501,622,369000
501,622,401000
501,622,395000
501,622,384000
501,622,403000
501,631,406000
501,631,378000
501,631,409000
501,631,382000
501,631,390000
501,631,412000
501,631,373000
501,631,406000
501,631,396000
501,631,389000
501,640,382000
501,640,389000
501,640,408000
501,640,398000
501,640,411000
501,640,399000
501,640,429000
501,640,385000
501,640,423000
501,640,402000
501,649,416000
501,649,397000
501,649,385000
501,649,420000
501,649,384000
501,649,399000
501,649,380000
501,649,398000
501,649,428000
501,649,400000
501,658,384000
501,658,395000
501,658,412000
501,658,458000
501,658,395000
501,658,349000
501,658,408000
501,658,408000
501,658,384000
501,658,373000
501,667,392000
501,667,381000
501,667,383000
501,667,399000
501,667,417000
501,667,381000
501,667,398000
501,667,381000
501,667,393000
501,667,401000
501,676,427000
501,676,415000
501,676,402000
501,676,407000
501,676,390000
501,676,401000
501,676,407000
501,676,422000
501,676,382000
501,676,393000
501,685,420000
501,685,401000
501,685,382000
501,685,421000
501,685,392000
501,685,486000
501,685,475000
501,685,394000
501,685,398000
501,685,415000
501,694,396000
501,694,414000
501,694,382000
501,694,415000
501,694,389000
501,694,401000
501,694,402000
501,694,412000
501,694,394000
501,694,406000
501,703,395000
501,703,384000
501,703,366000
501,703,403000
501,703,393000
501,703,396000
501,703,396000
501,703,380000
501,703,398000
501,703,392000
501,712,385000
501,712,384000
501,712,380000
501,712,395000
501,712,418000
501,712,385000
501,712,375000
